institution,slug,country,continent,repository_code,archive_type,cinemateca_portuguesa_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at,video_title_display,video_date_display,video_theme,access_surface
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=10391&type=Video,1º Maio - Festa Unitária dos Trabalhadores de Todo o Mundo,"Portugal, 1978","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1978 | duração: 00:15:45",1978,1º Maio - Festa Unitária dos Trabalhadores de Todo o Mundo,1978-01-01,"Vida pública, política e história",Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=5632&type=Video,1º Maio 76: Jornada de Unidade,"Portugal, 1976","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1976 | duração: 00:09:;41",1976,1º Maio 76: Jornada de Unidade,1976-01-01,Registro audiovisual em cinemateca digital,Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=4125&type=Video,24 Imagens Por Segundo,"Portugal, 1976","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1976 | duração: 00:11:34",1976,24 Imagens Por Segundo,1976-01-01,Registro audiovisual em cinemateca digital,Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=11655&type=Video,A Arte e a Justiça,"Portugal, 1967","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1967 | duração: 00:10:45",1967,A Arte e a Justiça,1967-01-01,"Vida pública, política e história",Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=2604&type=Video,1ºs Jogos Desportivos Luso-Brasileiros 1960,"Portugal, 1960","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1960 | duração: 00:26:40",1960,1ºs Jogos Desportivos Luso-Brasileiros 1960,1960-01-01,Esporte e cultura física,Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=1659&type=Video,30 Anos Com Salazar,"Portugal, 1957","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1957 | duração: 00;31:28",1957,30 Anos Com Salazar,1957-01-01,"Vida pública, política e história",Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=2561&type=Video,A Aldeia e as Quatro Estações,"Portugal, 1955","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1955 | duração: 00:17:27",1955,A Aldeia e as Quatro Estações,1955-01-01,"Território, cidade e patrimônio",Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=1648&type=Video,A Apoteótica Visita a Portugal do Presidente da República Brasileira,"Portugal, 1955","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1955 | duração: 00:21:45",1955,A Apoteótica Visita a Portugal do Presidente da República Brasileira,1955-01-01,"Vida pública, política e história",Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=1642&type=Video,A Celebração do 28 de Maio em 1952,"Portugal, 1952","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1952 | duração: 00:17:33",1952,A Celebração do 28 de Maio em 1952,1952-01-01,Registro audiovisual em cinemateca digital,Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=1916&type=Video,18 Anos no Governo da Nação,"Portugal, 1950","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1950 | duração: 00:39:22",1950,18 Anos no Governo da Nação,1950-01-01,Registro audiovisual em cinemateca digital,Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=16006&type=Video,A Caridade Não Tem Fronteiras,"Portugal, 1950(?)","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1950(?) | duração: 00:09:21",1950,A Caridade Não Tem Fronteiras,1950-01-01,Registro audiovisual em cinemateca digital,Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=1638&type=Video,A Campanha Eleitoral de 1949,"Portugal, 1949","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1949 | duração: 00:18:47",1949,A Campanha Eleitoral de 1949,1949-01-01,Registro audiovisual em cinemateca digital,Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=1635&type=Video,14 Anos de Política do Espírito - Apontamentos para uma Exposição,"Portugal, 1948","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1948 | duração: 00:27:38",1948,14 Anos de Política do Espírito - Apontamentos para uma Exposição,1948-01-01,Registro audiovisual em cinemateca digital,Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=4999&type=Video,A Arborização das Serras,"Portugal, 1948(?)","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1948(?) | duração: 00:20:21",1948,A Arborização das Serras,1948-01-01,Registro audiovisual em cinemateca digital,Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=2396&type=Video,A Aldeia dos Rapazes da Rua: A Obra do Padre Américo,"Portugal, 1947","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1947 | duração: 00:26:23",1947,A Aldeia dos Rapazes da Rua: A Obra do Padre Américo,1947-01-01,"Território, cidade e patrimônio",Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=2233&type=Video,A Aldeia Mais Portuguesa de Portugal,"Portugal, 1938","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1938 | duração: 00:33:23",1938,A Aldeia Mais Portuguesa de Portugal,1938-01-01,"Território, cidade e patrimônio",Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=7001042&type=Video,A Aldeia Mais Portuguesa de Portugal,"Portugal, 1938","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1938 | duração: 01:03:59",1938,A Aldeia Mais Portuguesa de Portugal,1938-01-01,"Território, cidade e patrimônio",Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=2095&type=Video,A 1ª Festa Vindimária em Lisboa - Outubro de 1936,"Portugal, 1936","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1936 | duração: 00:06:27",1936,A 1ª Festa Vindimária em Lisboa - Outubro de 1936,1936-01-01,"Território, cidade e patrimônio",Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=2400&type=Video,A Benção aos Pescadores de Bacalhau (3 de Maio de 1936),"Portugal, 1936","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1936 | duração: 00:09:17",1936,A Benção aos Pescadores de Bacalhau (3 de Maio de 1936),1936-01-01,Registro audiovisual em cinemateca digital,Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=3018&type=Video,A Borboleta da Seda - Bombix Mori,"Portugal, 1936","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1936 | duração: 00:05:14",1936,A Borboleta da Seda - Bombix Mori,1936-01-01,Registro audiovisual em cinemateca digital,Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=2354&type=Video,A Abertura Solene da Assembleia Nacional,"Portugal, 1935","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1935 | duração: 00:08:27",1935,A Abertura Solene da Assembleia Nacional,1935-01-01,Registro audiovisual em cinemateca digital,Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=2217&type=Video,1ª Exposição Colonial Portuguesa - Porto 1934,"Portugal, 1934","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1934 | duração: 00:07:16",1934,1ª Exposição Colonial Portuguesa - Porto 1934,1934-01-01,"Território, cidade e patrimônio",Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=34429&type=Video,1ª Exposição Colonial Portugueza no Porto,"Portugal, 1934","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1934 | duração: 00:05:48",1934,1ª Exposição Colonial Portugueza no Porto,1934-01-01,"Território, cidade e patrimônio",Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=2430&type=Video,1º de Dezembro de 1934,"Portugal, 1934","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1934 | duração: 00:04:18",1934,1º de Dezembro de 1934,1934-01-01,Registro audiovisual em cinemateca digital,Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=5069&type=Video,1ª Companhia de Infantaria Indígena de Angola em Lisbôa,"Portugal, 1933","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1933 | duração: 00:12:37",1933,1ª Companhia de Infantaria Indígena de Angola em Lisbôa,1933-01-01,"Vida pública, política e história",Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=1294&type=Video,A água que se bebe...,"Portugal, 1929-1932","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1929-1932 | duração: 01:02:07",1929,A água que se bebe...,1929-01-01,Registro audiovisual em cinemateca digital,Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=4910&type=Video,1º Certame da Aviação na Amadora,"Portugal, 1928","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1928 | duração: 00:06:30",1928,1º Certame da Aviação na Amadora,1928-01-01,Registro audiovisual em cinemateca digital,Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=5041&type=Video,13 de Maio (Fátima),"Portugal, 1927 (?)","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1927 (?) | duração: 00:10:44",1927,13 de Maio (Fátima),1927-01-01,Registro audiovisual em cinemateca digital,Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=25517&type=Video,30º Aniversário da Fundação da Manutenção Militar,"Portugal, 1927","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1927 | duração: 00:14:04",1927,30º Aniversário da Fundação da Manutenção Militar,1927-01-01,"Vida pública, política e história",Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Cinemateca Digital,https://www.cinemateca.pt/cinemateca-digital/Ficha.aspx?obraid=2649&type=Video,1ª Semana de Aviação,"Portugal, 1912","Ficha pública de vídeo na Cinemateca Digital; registro materializado a partir da listagem oficial. | Portugal, 1912 | duração: 00:03:37",1912,1ª Semana de Aviação,1912-01-01,Registro audiovisual em cinemateca digital,Cinemateca digital institucional
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,Vimeo,http://player.vimeo.com/video/191024054?title=0&byline=0&portrait=0,Imagem,"Portugal, 1967; Documentário Duração: 00:13:58, 24 fps Formato: 16mm, Cor, com som AR: 1:1,37 Detentor de Direitos: Por favor contacte a Cinemateca Portuguesa-Museu do Cinema para obter informações sobre os detentores de direitos. | Please contact the Cinemateca Portuguesa-Museu do Cinema for information about the rights holders. ID CP-MC: 7002383; 16mm, Cor, com som AR: 1:1,37 Detentor de Direitos: Por favor contacte a Cinemateca Portuguesa-Museu do Cinema para obter informações sobre os detentores de direitos. | Please contact the Cinemateca Portuguesa-Museu do Cinema for information about the rights holders. ID CP-MC: 7002383","Ficha pública da Cinemateca Digital. | ID CP-MC: 7002383 | gênero: Documentário Duração: 00:13:58, 24 fps Formato: 16mm, Cor, com som AR: 1:1,37 Detentor de Direitos: Por favor contacte a Cinemateca Portuguesa-Museu do Cinema para obter informações sobre os detentores de direitos. | Please contact the Cinemateca Portuguesa-Museu do Cinema for information about the rights holders. ID CP-MC: 7002383 | duração: 00:13:58, 24 fps Formato: 16mm, Cor, com som AR: 1:1,37 Detentor de Direitos: Por favor contacte a Cinemateca Portuguesa-Museu do Cinema para obter informações sobre os detentores de direitos. | Please contact the Cinemateca Portuguesa-Museu do Cinema for information about the rights holders. ID CP-MC: 7002383 | formato: 16mm, Cor, com som AR: 1:1,37 Detentor de Direitos: Por favor contacte a Cinemateca Portuguesa-Museu do Cinema para obter informações sobre os detentores de direitos. | Please contact the Cinemateca Portuguesa-Museu do Cinema for information about the rights holders. ID CP-MC: 7002383 | créditos: 10 de Junho - Dia de Portugal | Por favor contacte a Cinemateca Portuguesa-Museu do Cinema para obter informações sobre os detentores de direitos. | Please contact the Cinemateca Portuguesa-Museu do Cinema for information about the rights holders. ID CP-MC: 7002383 | iframe Vimeo público detectado",1967,Imagem,1967-01-01,Documentário e registro histórico,Plataforma externa de vídeo
